session_id,item_id,date
842,15573,2020-12-09 18:49:53.375
842,11691,2020-12-09 18:55:55.70
842,7902,2020-12-09 18:46:02.556
842,3462,2020-12-09 18:45:42.676
842,6588,2020-12-09 14:38:27.374
842,22381,2020-12-09 18:56:10.605
843,13088,2020-07-17 06:31:58.272
843,16230,2020-07-17 06:31:24.468
843,14817,2020-07-17 06:27:15.67
843,25384,2020-07-17 06:26:54.176
843,14903,2020-07-17 06:28:19.669
843,25384,2020-07-17 06:39:26.588
843,25912,2020-07-17 06:33:57.928
844,15089,2020-10-08 16:20:24.016
844,6938,2020-10-08 16:19:39.072
846,9744,2020-05-13 13:07:15.22
846,21453,2020-05-13 13:06:22.686
846,1787,2020-05-13 13:07:56.071
851,11565,2020-09-30 13:50:14.495
857,18276,2020-02-07 13:23:47.128
857,27087,2020-02-07 13:25:22.602
864,6915,2020-03-15 18:17:20.121
865,27292,2021-04-09 09:52:39.644
865,21215,2021-04-09 09:54:20.724
865,21215,2021-04-09 09:49:41.15
865,21781,2021-04-09 09:56:29.124
865,21215,2021-04-09 09:55:15.603
865,27292,2021-04-09 09:52:48.395
865,21215,2021-04-09 09:51:59.138
866,13811,2021-04-04 15:04:18.373
866,26292,2021-04-04 15:04:11.441
866,13683,2021-04-04 15:04:54.689
884,9748,2020-02-15 11:35:33.351
884,1008,2020-02-15 11:35:07.824
884,9038,2020-02-15 11:32:30.495
884,9529,2020-02-15 11:32:54.578
884,6629,2020-02-15 11:32:46.592
884,25395,2020-02-15 11:33:16.152
884,25821,2020-02-15 11:31:33.381
884,26230,2020-02-15 11:31:46.375
884,20347,2020-02-15 11:34:58.542
884,7196,2020-02-15 11:31:22.657
884,10136,2020-02-15 11:31:39.564
890,14336,2020-09-04 17:23:49.501
894,15358,2020-03-04 00:11:56.585
894,24783,2020-03-04 00:13:21.456
894,16791,2020-03-04 00:14:47.739
894,24783,2020-03-04 00:11:17.505
896,14954,2020-02-03 09:44:01.003
896,19647,2020-02-03 09:43:18.898
896,10597,2020-02-03 09:42:03.685
896,13339,2020-02-03 09:42:29.232
896,15548,2020-02-03 09:41:34.514
900,23483,2020-09-13 23:14:47.375
900,27793,2020-09-13 23:23:58.496
900,23483,2020-09-13 12:25:19.436
900,12614,2020-09-13 12:19:01.077
900,9477,2020-09-13 12:20:47.227
900,27858,2020-09-13 12:16:03.226
900,19375,2020-09-13 23:20:56.228
900,4861,2020-09-13 23:21:35.69
900,12358,2020-09-13 23:21:08.585
900,17312,2020-09-13 23:23:24.166
900,11463,2020-09-13 12:27:10.60
900,6685,2020-09-13 12:28:00.245
900,15764,2020-09-13 12:26:49.162
900,17783,2020-09-13 23:13:08.628
900,20202,2020-09-13 12:20:30.194
900,8169,2020-09-13 12:18:33.35
900,20318,2020-09-13 12:19:19.547
900,2129,2020-09-13 12:20:16.91
900,8907,2020-09-13 12:17:19.831
900,15764,2020-09-13 23:13:51.036
900,27793,2020-09-13 23:24:08.246
900,22922,2020-09-13 12:18:50.703
900,10198,2020-09-13 23:15:07.186
900,22129,2020-09-13 23:23:02.059
900,4160,2020-09-13 12:18:00.399
900,15764,2020-09-13 12:21:38.71
901,26105,2021-02-20 18:45:08.542
901,3610,2021-02-20 18:46:57.487
904,10478,2020-06-08 20:02:23.937
904,22617,2020-06-08 19:59:39.904
904,12280,2020-06-08 20:03:49.158
904,11828,2020-06-08 20:01:33.011
907,25671,2020-08-01 00:53:39.242
910,5414,2020-09-08 17:54:25.112
910,15599,2020-09-08 17:53:57.583
910,6145,2020-09-08 18:00:16.924
915,26365,2020-07-29 19:50:53.458
915,13444,2020-07-29 19:56:21.665
915,2496,2020-07-29 19:52:19.106
915,3743,2020-07-29 19:55:52.701
915,15897,2020-07-29 19:51:24.957
915,16137,2020-07-29 19:55:03.286
915,16634,2020-07-29 19:50:21.481
915,22922,2020-07-29 19:52:56.70
916,18230,2020-05-10 12:25:39.359
916,19946,2020-05-10 12:23:33.049
916,7884,2020-05-10 12:26:41.30
919,4219,2021-03-01 15:07:02.949
919,4219,2021-03-01 15:07:24.842
919,4250,2021-03-01 15:07:10.674
922,866,2021-02-16 18:18:24.151
922,12285,2021-02-16 18:19:46.106
922,10851,2021-02-16 18:16:57.206
922,16651,2021-02-16 18:19:05.587
922,20209,2021-02-16 18:16:01.445
922,24942,2021-02-16 18:16:39.013
923,5642,2021-03-01 22:56:07.517
923,6071,2021-03-01 22:17:14.38
923,25415,2021-03-01 22:57:19.156
923,19463,2021-03-01 22:23:18.383
923,14881,2021-03-01 22:19:26.487
923,25118,2021-03-01 22:35:48.901
923,25937,2021-03-01 22:29:03.614
923,19987,2021-03-01 22:55:55.278
923,25786,2021-03-01 22:32:40.777
923,22492,2021-03-01 22:58:05.366
923,16542,2021-03-01 22:32:15.579
923,21665,2021-03-01 22:51:27.198
923,16544,2021-03-01 22:46:49.76
923,19987,2021-03-01 22:58:06.972
923,23450,2021-03-01 22:57:10.378
923,6071,2021-03-01 22:18:31.933
923,22020,2021-03-01 22:33:25.605
925,9773,2020-03-10 12:30:27.126
925,173,2020-03-10 12:34:31.682
925,1881,2020-03-10 12:27:55.821
925,10167,2020-03-10 12:29:15.06
925,14150,2020-03-10 12:35:07.792
925,1632,2020-03-10 12:35:36.351
925,14516,2020-03-10 12:28:28.494
925,14516,2020-03-10 12:28:18.851
925,17432,2020-03-10 12:28:53.038
926,9185,2020-05-31 18:39:50.092
926,9185,2020-05-31 18:37:35.10
927,15805,2020-12-30 22:16:23.683
927,403,2020-12-30 22:17:17.967
927,13751,2020-12-30 22:16:46.184
927,17056,2020-12-30 22:12:37.854
927,15805,2020-12-30 22:16:16.358
927,9616,2020-12-30 22:15:36.336
927,10801,2020-12-30 22:14:53.26
927,11605,2020-12-30 22:14:21.021
927,26507,2020-12-30 22:16:31.998
927,16577,2020-12-30 22:15:23.997
927,11399,2020-12-30 22:14:36.136
927,19444,2020-12-30 22:15:54.697
927,26281,2020-12-30 22:16:56.992
927,8826,2020-12-30 22:17:35.607
928,17851,2020-05-02 14:02:00.713
928,13447,2020-05-02 13:45:51.593
928,12962,2020-05-02 13:46:58.823
928,24906,2020-05-02 14:02:09.031
928,8551,2020-05-02 13:45:59.695
928,22807,2020-05-02 13:47:07.672
930,8522,2021-04-12 13:39:14.164
931,2512,2021-05-16 09:15:34.147
931,10679,2021-05-16 09:11:46.304
934,419,2021-05-02 20:00:03.497
934,2647,2021-05-02 20:01:53.809
934,21100,2021-05-02 16:01:36.24
934,419,2021-05-02 20:00:20.661
937,5191,2021-05-26 14:28:53.383
937,22751,2021-05-26 14:28:58.377
937,18969,2021-05-26 14:28:00.247
937,17588,2021-05-26 14:27:54.635
937,14612,2021-05-26 14:31:43.933
937,25127,2021-05-26 14:28:50.248
941,27148,2020-06-13 03:27:01.136
945,22250,2020-01-25 20:46:52.604
954,1540,2020-04-16 19:12:40.756
954,27199,2020-04-16 19:15:33.929
954,23911,2020-04-16 19:16:13.181
954,10617,2020-04-16 19:11:32.287
954,16065,2020-04-16 19:15:48.467
954,13643,2020-04-16 19:17:05.301
955,5191,2021-04-16 04:00:22.46
955,27781,2021-04-16 03:57:30.809
955,5191,2021-04-16 03:58:54.806
955,5191,2021-04-16 04:00:58.252
957,2654,2020-10-06 10:48:39.128
957,22448,2020-10-06 10:49:03.832
957,26409,2020-10-06 10:47:27.871
957,11086,2020-10-06 10:49:43.909
957,27856,2020-10-06 10:48:00.758
957,2654,2020-10-06 10:50:22.712
958,6482,2021-01-18 07:31:11.716
962,26434,2020-09-05 21:17:42.619
962,3117,2020-09-05 21:16:15.479
962,6714,2020-09-05 12:31:24.693
962,3672,2020-09-05 18:44:49.824
962,25991,2020-09-05 12:32:35.056
962,24830,2020-09-05 21:18:16.627
